Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
-0.00014382656745537222,0.002740131460969244,0.03447079265091864,0.05331101312335958,0.002742748696145987,0.002737883881616795,-2.0505120612485155,-2.189784370210008
